,ID,Date,Time,Qtr,Special Day,Online Sale Offers,Day of week,Gender,Customer ID,Product-Name,Item-Status,Quantity,Item Price,Shipping-Price,Ship-City,Ship-State,Ship-Postal-Code,Category,Total,Author,Publication,Profit %,Profit (INR),Cost Price
368,369,2018-03-15,15:52:00,1,0,0,4,F,B07FWXVSW,A Textbook of Biotechnology,Shipped,1,509.0,85.0,Arcot,Tamil Nadu,632503,College,594.0,R. C. Dubey,S Chand,13,66.17,442.83
369,370,2018-03-15,16:03:00,1,0,0,4,M,B07FWVWSX,RRB Group D Guide Hindi 2019,Shipped,1,134.0,85.0,Chandigarh,Chandigarh,160022,College,219.0, Arihant Experts,Arihant Publications,13,17.42,116.58
370,371,2018-03-15,16:12:00,1,0,0,4,F,B07FWVYUQ,Indian Army ACC Entrance Exam (2018) EDITION,Shipped,1,256.0,85.0,Nagda,Madhya Pradesh,456335,Competition ,341.0,Dr. Rupesh Gupta,Shri Krishan Publishers Pvt. Ltd.,17,43.52,212.48
371,372,2018-03-15,16:16:00,1,0,0,4,M,B07FWYXWX,"General Studies 2019 - for UPSC, SSC, Railways, PSUs & Bank PO",Shipped,1,634.0,85.0,Mayurbhanj,Odisha,757002,Competition ,719.0,B. Singh ,Made Easy Publications,17,107.78,526.22
372,373,2018-03-16,03:57:00,1,0,0,5,M,B07FWXYQV,Macroeconomics,Shipped,1,575.0,85.0,Jammu,Jammu & Kashmir,180010,College,660.0, Campbell R. Mcconnell ,Mcgraw Hill,13,74.75,500.25
373,374,2018-03-16,05:07:00,1,0,0,5,M,B07FWVBXQ,Lakshya - Rajasthan Police Sub - Inspector Exam Book Part - I,Shipped,1,499.0,85.0,Dipka,Chhattisgarh,495452,Competition ,584.0,Kanti Jainmahiveer Jainanshul Jain,Menu Publication,17,84.83,414.17
374,375,2018-03-16,05:38:00,1,0,0,5,F,B07FWXSWV,RRB Group D Guide Hindi 2019,Shipped,1,134.0,85.0,Tekanpur,Madhya Pradesh,475005,College,219.0, Arihant Experts,Arihant Publications,13,17.42,116.58
375,376,2018-03-16,08:39:00,1,0,0,5,F,B07FWXBVZ,RRB Group D Guide Hindi 2019,Shipped,1,134.0,85.0,Sengaon,Maharashtra,431542,College,219.0, Arihant Experts,Arihant Publications,13,17.42,116.58
376,377,2018-03-16,08:44:00,1,0,0,5,F,B07FWWYUX,Advanced Economic Theory,Shipped,1,723.0,85.0,Karnal,Haryana,132001,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
377,378,2018-03-17,01:15:00,1,0,0,6,M,B07FWWZRQ,Clinical Pathology Haematology and Blood Banking (for DMLT Students),Shipped,1,385.0,85.0,Varanasi,Uttar Pradesh,221010,College,470.0,Nanda Maheshwari,Jaypee Brothers Medical Publishers,13,50.05,334.95
378,379,2018-03-17,03:47:00,1,0,0,6,F,B07FWXSRR,A Textbook of Botany,Shipped,1,780.0,85.0,Guwahati,Assam,781039,College,865.0,Kashinath Bhattacharya,Saras Publication,13,101.4,678.6
379,380,2018-03-17,06:22:00,1,0,0,6,M,B07FWXYRZ,Database System Concepts (Int'l Ed),Shipped,1,999.0,85.0,Mangalvedha,Maharashtra,413305,College,1084.0,Avi Silberschatz,Mcgraw-Hill,13,129.87,869.13
380,381,2018-03-18,09:02:00,1,0,0,7,F,B07FWWUXV,39 Years' Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Chemistry,Shipped,1,175.0,85.0,Hyderabad,Telangana,500032,Competition ,260.0, Ranjeet Shahi ,Arihant Publications,17,29.75,145.25
381,382,2018-03-18,09:46:00,1,0,0,7,F,B07FWVXQY,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Chennai,Tamil Nadu,600002,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
382,383,2018-03-18,11:48:00,1,0,0,7,M,B07FWYXWQ,Advanced Economic Theory,Shipped,1,723.0,85.0,Jhalawar,Rajasthan,326001,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
383,384,2018-03-18,13:33:00,1,0,0,7,M,B07FWVXVR,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Bhubaneswar,Odisha,751019,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
384,385,2018-03-18,14:39:00,1,0,0,7,F,B07FWYWTY,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Latur,Maharashtra,413531,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
385,386,2018-03-19,04:06:00,1,0,0,1,F,B07FWYTZU,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Bhubaneswar,Odisha,751003,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
386,387,2018-03-19,05:47:00,1,0,0,1,M,B07FWYWTX,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,New Town,West Bengal,700136,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
388,389,2018-03-19,08:25:00,1,0,0,1,F,B07FWVAWV,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,New Delhi,Delhi,110039,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
389,390,2018-03-19,08:33:00,1,0,0,1,M,B07FWVAQV,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Nagpur,Maharashtra,440014,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
390,391,2018-03-19,08:48:00,1,0,0,1,F,B07FWYSYR,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,New Delhi,Delhi,110074,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
391,392,2018-03-19,09:06:00,1,0,0,1,F,B07FWVVQU,A Textbook of Biotechnology,Shipped,1,509.0,85.0,Byasanagar,Odisha,755020,College,594.0,R. C. Dubey,S Chand,13,66.17,442.83
392,393,2018-03-19,12:30:00,1,0,0,1,M,B07FWYBWZ,Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016),Shipped,1,430.0,85.0,Behror,Rajasthan,301701,Competition ,515.0,Manu Prakashan,"Kanti Jain, Mahaveer Jain, Anshul Jain",17,73.1,356.9
393,394,2018-03-19,14:37:00,1,0,0,1,F,B07FWVXRW,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Mumbai,Maharashtra,400016,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
394,395,2018-03-19,15:48:00,1,0,0,1,M,B07FWVXRQ,Objective Chemistry for NEET - Vol. II,Shipped,1,515.0,85.0,Navegaon Bandh Tahsil-Arjuni Morgaon,Maharashtra,441702,Competition ,600.0,D C Panday,Aravali Publication,17,87.55,427.45
395,396,2018-03-20,02:07:00,1,0,0,2,F,B07FWVWUQ,Objective Physics for NEET - Vol. 1,Shipped,1,600.0,85.0,Dungarpur,Rajasthan,314038,Competition ,685.0,Dc Pandey,Arihant Publications,17,102.0,498.0
396,397,2018-03-20,04:07:00,1,0,0,2,M,B07FWWSTS,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Nagpur,Maharashtra,440033,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
397,398,2018-03-20,04:27:00,1,0,0,2,F,B07FWXYXU,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,New Delhi,Delhi,110034,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
398,399,2018-03-20,07:28:00,1,0,0,2,M,B07FWXBQU,Fundamentals of Biochemistry,Shipped,1,933.0,85.0,Ernakulam,Kerala,683106,College,1018.0,"J L Jain, Nitin Jain, Sunjay Jain",S. Chand Publishing,13,121.29,811.71
399,400,2018-03-20,07:51:00,1,0,0,2,F,B07FWVXQT,Mathematics for Joint Entrance Examination JEE (Advanced): Calculus,Shipped,1,665.0,85.0,Chennai,Tamil Nadu,600044,Competition ,750.0,G. Tewani,Cengage Learning India Pvt. Ltd.,17,113.05,551.95
400,401,2018-03-20,09:29:00,1,0,0,2,M,B07FWVAXZ,A Textbook of Biotechnology,Shipped,1,509.0,85.0,Itanagar,Arunachal Pradesh,791111,College,594.0,R. C. Dubey,S Chand,13,66.17,442.83
401,402,2018-03-20,12:14:00,1,0,0,2,M,B07FWXBVU,Mathematics for Joint Entrance Examination JEE (Advanced): Calculus,Shipped,1,665.0,85.0,Margherita,Assam,786181,Competition ,750.0,G. Tewani,Cengage Learning India Pvt. Ltd.,17,113.05,551.95
402,403,2018-03-20,12:37:00,1,0,0,2,F,B07FWYXYX,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Surat,Gujarat,395007,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
403,404,2018-03-20,12:55:00,1,0,0,2,M,B07FWXAZZ,Mathematics for Joint Entrance Examination JEE (Advanced): Calculus,Shipped,1,665.0,85.0,Purnia,Bihar,854301,Competition ,750.0,G. Tewani,Cengage Learning India Pvt. Ltd.,17,113.05,551.95
404,405,2018-03-20,13:21:00,1,0,0,2,M,B07FWVWVZ,Mathematics for Joint Entrance Examination JEE (Advanced): Calculus,Shipped,1,665.0,85.0,Nawanshahr,Punjab,144514,Competition ,750.0,G. Tewani,Cengage Learning India Pvt. Ltd.,17,113.05,551.95
405,406,2018-03-20,16:23:00,1,0,0,2,F,B07FWWTYZ,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Vadodara,Gujarat,390009,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
406,407,2018-03-20,19:27:00,1,0,0,2,M,B07FWVYRV,Clinical Pathology Haematology and Blood Banking (for DMLT Students),Shipped,1,385.0,85.0,Delhi,Delhi,110042,College,470.0,Nanda Maheshwari,Jaypee Brothers Medical Publishers,13,50.05,334.95
407,408,2018-03-21,11:20:00,1,0,0,3,M,B07FWWXQX,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),Shipped,1,645.0,85.0,"Chandigarh Road ,Kharar",Punjab,140301,College,730.0,Dr.H.L.Ahuja,S.Chand (G/L) & Company Ltd,13,83.85,561.15
408,409,2018-03-21,16:00:00,1,0,0,3,M,B07FWWUWX,Xam Idea Physics Class 12 for 2019 Exam,Shipped,1,550.0,85.0,Sambalpur,Odisha,768001,School,635.0,Editorial Board,Vk Global Publications Pvt Ltd,18,99.0,451.0
409,410,2018-03-21,18:35:00,1,0,0,3,M,B07FWXUYX,Xam Idea Physics Class 12 for 2019 Exam,Shipped,1,550.0,85.0,Bangalore,Karnataka,560005,School,635.0,Editorial Board,Vk Global Publications Pvt Ltd,18,99.0,451.0
410,411,2018-03-22,11:35:00,1,0,0,4,M,B07FWVVWZ,Advanced Economic Theory,Shipped,1,723.0,85.0,Puttaparthi,Andhra Pradesh,515134,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
411,412,2018-03-22,13:44:00,1,0,0,4,F,B07FWWTXQ,Competitive Handbook of Nursing-VOL 1,Shipped,2,1110.0,170.0,Varanasi,Uttar Pradesh,221005,College,1280.0, Pr Yadav,Aravali Publication,13,144.3,965.7
412,413,2018-03-22,13:52:00,1,0,0,4,F,B07FWVWTR,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Silvassa,Dadra & Nagar Haveli,396230,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
413,414,2018-03-22,15:29:00,1,0,0,4,M,B07FWXWTW,Objective Chemistry for NEET - Vol. II,Shipped,1,515.0,85.0,Bharuch,Gujarat,392015,Competition ,600.0,D C Panday,Aravali Publication,17,87.55,427.45
414,415,2018-03-23,05:15:00,1,0,0,5,F,B07FWWTSU,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Shimla,Himachal Pradesh,171006,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
415,416,2018-03-23,08:56:00,1,0,0,5,M,B07FWVYTS,Clinical Pathology Haematology and Blood Banking (for DMLT Students),Shipped,1,385.0,85.0,Ambala City,Haryana,134003,College,470.0,Nanda Maheshwari,Jaypee Brothers Medical Publishers,13,50.05,334.95
416,417,2018-03-23,18:21:00,1,0,0,5,F,B07FWWZWY,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Ahmedabad,Gujarat,380060,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
417,418,2018-03-24,04:46:00,1,0,0,6,M,B07FWXTWY,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Varanasi,Uttar Pradesh,221011,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
418,419,2018-03-24,06:17:00,1,0,0,6,M,B07FWWXSQ,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Varanasi,Uttar Pradesh,221005,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
420,421,2018-03-25,12:42:00,1,0,0,7,F,B07FWYTSV,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,New Delhi,Delhi,110094,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
421,422,2018-03-25,14:03:00,1,0,0,7,M,B07FWYUYU,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Jaipur,Rajasthan,302020,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
422,423,2018-03-25,16:27:00,1,0,0,7,M,B07FWXZXW,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Varanasi,Uttar Pradesh,221005,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
423,424,2018-03-25,19:33:00,1,0,0,7,M,B07FWXTRR,Competitive Handbook of Nursing-VOL 2 (Competitive handbook of nursing),Shipped,1,410.0,85.0,New Delhi,Delhi,110059,College,495.0,P R Yadav,Aravali Publication,13,53.3,356.7
424,425,2018-03-26,08:34:00,1,0,0,1,F,B07FWWSTY,Competitive Handbook of Nursing-VOL 1,Shipped,2,1110.0,170.0,Raipur,Chhattisgarh,492001,College,1280.0, Pr Yadav,Aravali Publication,13,144.3,965.7
425,426,2018-03-26,14:07:00,1,0,0,1,F,B07FWVAVZ,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),Shipped,1,645.0,85.0,Alipurduar,West Bengal,736121,College,730.0,Dr.H.L.Ahuja,S.Chand (G/L) & Company Ltd,13,83.85,561.15
426,427,2018-03-26,14:10:00,1,0,0,1,M,B07FWYWQY,Advanced Economic Theory,Shipped,1,723.0,85.0,Patna,Bihar,800026,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
427,428,2018-03-26,18:25:00,1,0,0,1,F,B07FWYWSX,Advanced Problems in Organic Chemistry,Shipped,1,595.0,85.0,Bardez,Goa,403521,College,680.0,M. S. Chouhan,Shri Balaji Publications,13,77.35,517.65
428,429,2018-03-26,18:29:00,1,0,0,1,M,B07FWXYZU,Advanced Economic Theory,Shipped,1,723.0,85.0,Shillong,Meghalaya,793001,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
429,430,2018-03-27,04:28:00,1,0,0,2,M,B07FWVVQR,A Textbook of Botany,Shipped,1,780.0,85.0,Lucknow,Uttar Pradesh,226021,College,865.0,Kashinath Bhattacharya,Saras Publication,13,101.4,678.6
430,431,2018-03-27,07:43:00,1,0,0,2,M,B07FWWVTV,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,Shipped,1,576.0,85.0,Navi Mumbai,Maharashtra,410210,Competition ,661.0,Preeti Agarwal,Vardhan Publishers & Distributors,17,97.92,478.08
431,432,2018-03-27,12:40:00,1,0,0,2,M,B07FWXWUR,Clinical Pathology Haematology and Blood Banking (for DMLT Students),Shipped,1,385.0,85.0,Raipur,Chhattisgarh,493111,College,470.0,Nanda Maheshwari,Jaypee Brothers Medical Publishers,13,50.05,334.95
432,433,2018-03-27,16:50:00,1,0,0,2,M,B07FWVVTV,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,Shipped,1,576.0,85.0,Bankura,West Bengal,722102,Competition ,661.0,Preeti Agarwal,Vardhan Publishers & Distributors,17,97.92,478.08
433,434,2018-03-28,04:55:00,1,0,0,3,F,B07FWXWSY,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Howrah,West Bengal,711104,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
434,435,2018-03-28,05:31:00,1,0,0,3,F,B07FWXBUW,Vardhan Comprehensive Guide for NURSING Competitive Examinations (3rd Revised edition 2018),Shipped,1,840.0,85.0,Bankura,West Bengal,722102,College,925.0,"Preeti Agarwal, R.S. Sharma, Vinod Gupta",Vardhan,13,109.2,730.8
435,436,2018-03-28,14:04:00,1,0,0,3,M,B07FWXSTX,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Palacole,Andhra Pradesh,534260,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
436,437,2018-03-28,15:32:00,1,0,0,3,F,B07FWYVQU,ESE 2019 Prelims Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. I,Shipped,1,720.0,85.0,Pune,Maharashtra,411019,Competition ,805.0,Made Easy,Made Easy Publications,17,122.4,597.6
437,438,2018-03-28,16:16:00,1,0,0,3,F,B07FWXYZW,Advanced Economic Theory,Shipped,1,723.0,85.0,Dumraon,Bihar,802119,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
438,439,2018-03-28,16:42:00,1,0,0,3,M,B07FWXBZS,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Hyderabad,Telangana,500076,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
440,441,2018-03-28,19:15:00,1,0,0,3,F,B07FWWVUS,Database System Concepts (Int'l Ed),Shipped,1,999.0,85.0,Cuttack,Odisha,753001,College,1084.0,Avi Silberschatz,Mcgraw-Hill,13,129.87,869.13
441,442,2018-03-28,21:34:00,1,0,0,3,M,B07FWYZYU,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,Shipped,1,576.0,85.0,Anugul,Odisha,759103,Competition ,661.0,Preeti Agarwal,Vardhan Publishers & Distributors,17,97.92,478.08
442,443,2018-03-29,02:33:00,1,1,0,4,M,B07FWXURX,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Gurugram,Haryana,122001,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
443,444,2018-03-29,06:39:00,1,1,0,4,F,B07FWVWQS,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Galiakot,Rajasthan,314026,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
444,445,2018-03-29,06:46:00,1,1,0,4,M,B07FWXWXU,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Vadodara,Gujarat,390009,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
445,446,2018-03-29,07:09:00,1,1,0,4,F,B07FWWXXW,New Simplified Physics : A Reference Book for Class 12 for 2020 Examination (Set of 2 Volumes),Shipped,1,950.0,85.0,Kancheepuram,Tamil Nadu,631502,School,1035.0,S.L. Arora,Dhanpat Rai & Co.,18,171.0,779.0
446,447,2018-03-29,07:30:00,1,1,0,4,F,B07FWWVXU,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Amritsar,Punjab,143001,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
447,448,2018-03-29,09:23:00,1,1,0,4,M,B07FWYBYQ,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Vapi,Gujarat,396191,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
448,449,2018-03-29,10:20:00,1,1,0,4,M,B07FWYZQY,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Gurugram,Haryana,122005,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
449,450,2018-03-29,11:12:00,1,1,0,4,M,B07FWVZUV,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Hamirpur,Himachal Pradesh,177001,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
450,451,2018-03-29,12:15:00,1,1,0,4,M,B07FWVWUU,Advanced Economic Theory,Shipped,1,723.0,85.0,Varanasi,Uttar Pradesh,221005,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
451,452,2018-03-29,14:32:00,1,1,0,4,M,B07FWXXWR,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Bareilly,Uttar Pradesh,243001,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
452,453,2018-03-29,15:54:00,1,1,0,4,F,B07FWXSWY,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Hyderabad,Telangana,500044,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
453,454,2018-03-30,13:03:00,1,1,0,5,M,B07FWXTZT,A Textbook of Biotechnology,Shipped,1,509.0,85.0,Coimbatore,Tamil Nadu,641004,College,594.0,R. C. Dubey,S Chand,13,66.17,442.83
454,455,2018-03-30,16:50:00,1,1,0,5,M,B07FWVWZR,Objective Chemistry for NEET - Vol. II,Shipped,1,515.0,85.0,Mumbai,Maharashtra,400093,Competition ,600.0,D C Panday,Aravali Publication,17,87.55,427.45
455,456,2018-03-30,19:06:00,1,1,0,5,F,B07FWXYWW,Advanced Economic Theory,Shipped,1,723.0,85.0,New Delhi,Delhi,110067,College,808.0,Ahuja H.L.,S Chand Publishing,13,93.99,629.01
456,457,2018-03-31,17:55:00,1,1,0,6,M,B07FWYSWY,39 Years' Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Mathematics,Shipped,1,200.0,85.0,Thane,Maharashtra,400610,Competition ,285.0, Amit M Agarwal, Arihant  (Publication),17,34.0,166.0
457,458,2018-04-01,04:59:00,2,1,0,7,F,B07FWXAWV,"JP Nursing Today (A Way to Success) For AIIMS, JIPMER, DSSSB, ESIC, PGI, RPSC, RAILWAY, MNS, RUHS & All Other Staff Nurse Competitive Examinations",Shipped,1,695.0,85.0,Agartala,Tripura,799003,Competition ,780.0,Dinesh Sharma,Jain Publications,17,118.15,576.85
458,459,2018-04-01,10:15:00,2,1,0,7,F,B07FWWXYV,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,New Delhi,Delhi,110029,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
459,460,2018-04-01,10:27:00,2,1,0,7,F,B07FWYUSW,A Textbook of Botany,Shipped,1,780.0,85.0,Bangalore,Karnataka,560006,College,865.0,Kashinath Bhattacharya,Saras Publication,13,101.4,678.6
460,461,2018-04-01,12:39:00,2,1,0,7,F,B07FWWXTX,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Jammu,Jammu & Kashmir,180001,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
461,462,2018-04-01,13:49:00,2,1,0,7,F,B07FWYAYZ,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Pauri,Uttarakhand,246174,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
462,463,2018-04-01,13:51:00,2,1,0,7,F,B07FWXXWX,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Gurugram,Haryana,122005,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
463,464,2018-04-01,15:06:00,2,1,0,7,F,B07FWXBZV,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Sangli,Maharashtra,415409,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
464,465,2018-04-01,15:45:00,2,1,0,7,M,B07FWYXSZ,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Nagpur,Maharashtra,440022,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
465,466,2018-04-01,16:47:00,2,1,0,7,F,B07FWXSVR,Competitive Handbook of Nursing-VOL 1,Shipped,1,555.0,85.0,Palakkad,Kerala,678507,College,640.0, Pr Yadav,Aravali Publication,13,72.15,482.85
466,467,2018-04-01,17:04:00,2,1,0,7,F,B07FWXBQV,Competitive Handbook of Nursing-VOL 2 (Competitive handbook of nursing),Shipped,1,410.0,85.0,Jaipur,Rajasthan,303702,College,495.0,P R Yadav,Aravali Publication,13,53.3,356.7
467,468,2018-04-01,19:48:00,2,1,0,7,M,B07FWYVWQ,Objective Biology (Set of 2 Volumes),Shipped,1,730.0,85.0,Guwahati,Assam,781019,Competition ,815.0,"A. Biswas, S. Biswas",Pradeep Publications,17,124.1,605.9
468,469,2018-04-02,06:35:00,2,0,0,1,F,B07FWVBZU,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),Shipped,2,1290.0,170.0,Sirsa,Haryana,125055,College,1460.0,Dr.H.L.Ahuja,S.Chand (G/L) & Company Ltd,13,167.7,1122.3
469,470,2018-04-02,10:40:00,2,0,0,1,M,B07FWYTRQ,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),Shipped,1,645.0,85.0,Bidhan Nagar,West Bengal,700098,College,730.0,Dr.H.L.Ahuja,S.Chand (G/L) & Company Ltd,13,83.85,561.15
470,471,2018-04-02,10:57:00,2,0,0,1,M,B07FWXAVZ,Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016),Shipped,1,430.0,85.0,Dungla,Rajasthan,312402,Competition ,515.0,Manu Prakashan,"Kanti Jain, Mahaveer Jain, Anshul Jain",17,73.1,356.9
471,472,2018-04-03,09:32:00,2,0,0,2,F,B07FWXYVQ,Advanced Problems in Organic Chemistry,Shipped,1,595.0,85.0,Siddipet,Telangana,502103,College,680.0,M. S. Chouhan,Shri Balaji Publications,13,77.35,517.65
472,473,2018-04-03,14:51:00,2,0,0,2,M,B07FWVZYV,Advanced Problems in Organic Chemistry,Shipped,1,595.0,85.0,Pune,Maharashtra,411057,College,680.0,M. S. Chouhan,Shri Balaji Publications,13,77.35,517.65
473,474,2018-04-03,16:18:00,2,0,0,2,F,B07FWXBXV,Advanced Problems in Organic Chemistry,Shipped,1,595.0,85.0,Dowlaiswaram,Andhra Pradesh,533125,College,680.0,M. S. Chouhan,Shri Balaji Publications,13,77.35,517.65
474,475,2018-04-04,03:52:00,2,0,0,3,M,B07FWYZYQ,Indian Army ACC Entrance Exam,Shipped,1,320.0,85.0,Patiala,Punjab,147001,Competition ,405.0,"Yajvendra Yadav, Ram Singh Yadav",Aravali Publication,17,54.4,265.6
